Player,Roster.Position,X.Drafted,FPTS,Date,Contest,ContestType,Roster Position,%Drafted
Ed Davis,UTIL,0.12%,23.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Luke Kennard,SG,0.11%,12.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jakob Poeltl,UTIL,0.11%,24.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Davis Bertans,F,0.11%,2.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Kentavious Caldwell-Pope,G,0.10%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
C.J. Williams,UTIL,0.10%,16.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Fred VanVleet,G,0.10%,24.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Luke Babbitt,SF,0.10%,1.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jakarr Sampson,UTIL,0.09%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Skal Labissiere,F,0.08%,14.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Tyler Cavanaugh,F,0.08%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Zach Collins,F,0.08%,6.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Kevon Looney,UTIL,0.07%,9.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Deyonta Davis,F,0.07%,3.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
C.J. Miles,G,0.06%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Arron Afflalo,F,0.05%,3.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Quinn Cook,G,0.05%,13.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Álex Abrines,F,0.05%,9.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Shabazz Napier,UTIL,0.05%,20.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jarrett Allen,F,0.05%,12.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Patrick Patterson,C,0.05%,9.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Johnny O'Bryant III,PF,0.05%,19.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Dakari Johnson,C,0.05%,5.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Michael Carter-Williams,G,0.04%,13.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
DeAndre' Bembry,G,0.04%,12.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Ben McLemore,SF,0.04%,15.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Draymond Green,PF,0.04%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Shane Larkin,UTIL,0.03%,0.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Willie Reed,C,0.03%,16.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Antonio Blakeney,UTIL,0.03%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Joffrey Lauvergne,F,0.03%,9.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Sindarius Thornwell,G,0.03%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Damien Wilkins,F,0.03%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Salah Mejri,UTIL,0.03%,20.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Malik Monk,G,0.03%,16.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Ivica Zubac,UTIL,0.03%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Donovan Mitchell,SG,0.03%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Danny Green,SG,0.03%,16.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Noah Vonleh,C,0.03%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Pat Connaughton,SF,0.03%,5.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Corey Brewer,SG,0.03%,35.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Delon Wright,G,0.02%,15.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Goran Dragic,UTIL,0.02%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Tyus Jones,G,0.02%,9.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Meyers Leonard,PF,0.02%,4.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jarell Martin,F,0.02%,18.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Cristiano Felicio,F,0.02%,3.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Shaun Livingston,PG,0.02%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Juancho Hernangómez,PF,0.02%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jared Dudley,F,0.02%,2.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Semi Ojeleye,SF,0.02%,1.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Timofey Mozgov,C,0.02%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Malik Beasley,G,0.02%,4.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Daniel Theis,UTIL,0.02%,12.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Alex Poythress,F,0.01%,1.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Malcolm Delaney,UTIL,0.01%,15.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Malachi Richardson,SF,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Evan Fournier,G,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Maurice Harkless,SF,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Udonis Haslem,C,0.01%,3.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Isaiah Taylor,UTIL,0.01%,14.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Josh Huestis,PF,0.01%,2.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Paul Zipser,F,0.01%,8.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
TJ Leaf,UTIL,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Boban Marjanovic,C,0.01%,7.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
De'Aaron Fox,G,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Devin Booker,SG,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Kawhi Leonard,SF,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Danilo Gallinari,PF,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Dwayne Bacon,SF,0.01%,8.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Mike Conley,G,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jamel Artis,UTIL,0.01%,10.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Luol Deng,F,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Chris Boucher,PF,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Joe Young,SG,0.01%,3.5,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Justise Winslow,SF,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Caleb Swanigan,UTIL,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Thomas Bryant,F,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Guerschon Yabusele,F,0.01%,10.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Stephen Curry,G,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Richard Jefferson,F,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Danuel House,G,0.01%,8.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Nick Collison,C,0.01%,3.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Monte Morris,PG,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Royce O'Neale,SF,0.01%,12.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Zhou Qi,C,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Briante Weber,PG,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Blake Griffin,PF,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Quincy Pondexter,G,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Alan Williams,C,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Patrick Beverley,PG,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Marcus Morris,PF,0.01%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Marcus Georges-Hunt,UTIL,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Chandler Parsons,PF,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Georgios Papagiannis,C,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Mike Muscala,UTIL,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Dewayne Dedmon,C,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Brandon Paul,G,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Brice Johnson,UTIL,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Josh Magette,G,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Treveon Graham,G,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Matt Costello,PF,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Alec Peters,F,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
James Johnson,PF,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Brandan Wright,F,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Glenn Robinson III,SF,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Damian Jones,C,0.00%,1.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Nate Wolters,G,0.00%,2.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Derrick Walton Jr.,UTIL,0.00%,2.75,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Hassan Whiteside,UTIL,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Tyler Dorsey,G,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Tony Parker,UTIL,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Vince Hunter,PF,0.00%,5.25,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Aaron Gordon,SF,0.00%,0.0,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Kevin Durant,PF,82.77%,38.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Tyreke Evans,SG,56.82%,30.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
DeAndre Jordan,C,56.79%,39.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Omri Casspi,UTIL,52.72%,22.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Isaiah Canaan,PG,46.93%,18.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Alex Len,F,44.70%,24.25,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Marc Gasol,C,43.06%,43.25,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Klay Thompson,G,41.61%,43.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Lou Williams,G,41.15%,21.75,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
T.J. Warren,SF,40.24%,45.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Austin Rivers,PG,39.02%,35.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Milos Teodosic,G,29.59%,24.25,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Jordan Bell,C,27.93%,18.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
JaMychal Green,PF,24.67%,14.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Greg Monroe,F,20.06%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Patrick McCaw,PG,17.03%,24.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
David West,PF,14.43%,19.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Jamil Wilson,F,13.39%,21.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Andrew Harrison,UTIL,12.52%,13.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Josh Jackson,F,12.48%,26.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Tyson Chandler,C,10.79%,10.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Mario Chalmers,G,9.49%,26.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Troy Daniels,UTIL,8.88%,13.75,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Dillon Brooks,F,6.94%,12.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Nick Young,G,6.07%,18.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Tyler Ulis,G,5.92%,6.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Montrezl Harrell,F,4.24%,19.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Dragan Bender,UTIL,4.04%,10.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Mike James,G,2.88%,12.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
C.J. Williams,SG,2.50%,16.75,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Quinn Cook,UTIL,2.31%,13.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Sam Dekker,PF,2.22%,13.75,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Jawun Evans,G,1.92%,6.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
James Ennis III,UTIL,1.87%,9.75,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Marquese Chriss,F,1.87%,25.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Andre Iguodala,G,1.66%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
JaVale McGee,C,1.16%,13.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Deyonta Davis,C,0.75%,3.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Jarell Martin,UTIL,0.71%,18.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Kevon Looney,UTIL,0.63%,9.75,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Sindarius Thornwell,G,0.38%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Draymond Green,F,0.36%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Willie Reed,UTIL,0.29%,16.5,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Danilo Gallinari,UTIL,0.27%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Ben McLemore,SG,0.24%,15.75,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Jared Dudley,F,0.17%,2.75,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Danuel House,SF,0.16%,8.75,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Blake Griffin,PF,0.05%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Wesley Johnson,SG,0.04%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Brice Johnson,F,0.04%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Stephen Curry,PG,0.04%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Devin Booker,SG,0.03%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Kobi Simmons,G,0.03%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Chandler Parsons,UTIL,0.02%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Ivan Rabb,UTIL,0.02%,3.25,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Brandan Wright,F,0.02%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Patrick Beverley,PG,0.02%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Mike Conley,G,0.02%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Damian Jones,C,0.02%,1.25,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Zaza Pachulia,C,0.01%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Brandon Knight,PG,0.01%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Shaun Livingston,PG,0.01%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Davon Reed,UTIL,0.01%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Alec Peters,F,0.01%,0.0,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Vince Hunter,F,0.01%,5.25,2017-12-20,"$8.00entry_NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",Other,,
Kevin Durant,SF,84.86%,38.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
DeAndre Jordan,UTIL,57.86%,39.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Tyreke Evans,SG,55.59%,30.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Omri Casspi,PF,54.42%,22.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Austin Rivers,PG,49.45%,35.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Alex Len,F,44.58%,24.25,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Isaiah Canaan,SG,43.23%,18.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Klay Thompson,G,42.39%,43.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
T.J. Warren,F,38.94%,45.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Lou Williams,PG,38.86%,21.75,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Marc Gasol,C,34.74%,43.25,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Jordan Bell,PF,33.56%,18.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Milos Teodosic,G,33.31%,24.25,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
JaMychal Green,SF,25.23%,14.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Greg Monroe,C,23.21%,0.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Patrick McCaw,F,15.39%,24.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
David West,PF,15.14%,19.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Tyson Chandler,C,12.78%,10.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Josh Jackson,UTIL,12.53%,26.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Troy Daniels,G,10.26%,13.75,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Andrew Harrison,G,10.09%,13.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Jamil Wilson,UTIL,9.17%,21.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Mario Chalmers,UTIL,8.49%,26.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Dillon Brooks,UTIL,7.23%,12.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Nick Young,G,5.89%,18.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Tyler Ulis,UTIL,5.72%,6.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Dragan Bender,F,3.95%,10.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Montrezl Harrell,PF,3.36%,19.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Mike James,PG,2.52%,12.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Marquese Chriss,F,2.44%,25.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Jawun Evans,G,2.19%,6.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
C.J. Williams,G,2.19%,16.75,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Sam Dekker,F,1.60%,13.75,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
James Ennis III,G,1.51%,9.75,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Andre Iguodala,UTIL,1.35%,0.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Quinn Cook,PG,1.26%,13.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Deyonta Davis,UTIL,0.50%,3.5,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
JaVale McGee,UTIL,0.42%,13.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Kevon Looney,F,0.42%,9.75,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Ben McLemore,SF,0.42%,15.75,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Danilo Gallinari,SF,0.34%,0.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Draymond Green,PF,0.34%,0.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Jared Dudley,PF,0.25%,2.75,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Ivan Rabb,UTIL,0.17%,3.25,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
Jarell Martin,C,0.17%,18.0,2017-12-20,$3.00entry_NBA $3K Sharpshooter (Night),Other,,
